id,segment,cf,balance,time_on_book,arrears
account-30,A,17.0297900121659,5334.86881252844,4,0
account-30,A,55.0145672308281,5279.85424529761,5,0
account-30,A,14.6347545925528,5265.21949070506,6,0
account-30,A,23.7269771425054,5241.49251356255,7,0
account-30,A,17.5441773515195,5223.94833621103,8,0
account-30,A,1.57664382364601,5222.37169238739,9,0
account-30,A,-6.46693046204746,5228.83862284944,10,1
account-31,A,5.19479158334434,5717.03658416867,1,0
account-31,A,3.24542221147567,5713.7911619572,2,0
account-31,A,39.3476299615577,5674.44353199564,3,0
account-31,A,2.4408161547035,5672.00271584094,4,0
account-31,A,28.7759395921603,5643.22677624878,5,0
account-31,A,3.43642415478826,5639.79035209399,6,0
account-31,A,21.0213371459395,5618.76901494805,7,0
account-31,A,66.2109935795888,5552.55802136846,8,0
account-31,A,41.8647262174636,5510.693295151,9,0
account-31,A,81.9206042587757,5428.77269089222,10,0
account-32,A,77.2108195954934,5139.8161381809,1,0
account-32,A,58.7457680748776,5081.07037010603,2,0
account-32,A,15.6616252753884,5065.40874483064,3,0
account-32,A,66.8743305513635,4998.53441427928,4,0
account-32,A,-13.4688579803333,5012.00327225961,5,1
account-32,A,68.0126010812819,4943.99067117833,6,1
account-32,A,69.6961678937078,4874.29450328462,7,1
account-32,A,28.8497296767309,4845.44477360789,8,1
account-32,A,55.9094582358375,4789.53531537205,9,1
account-32,A,69.7927197348326,4719.74259563722,10,1
account-33,A,16.136359879747,5470.71233509108,1,0
account-33,A,2.95090881641954,5467.76142627467,2,0
account-33,A,10.141620147042,5457.61980612762,3,0
account-33,A,54.3504883442074,5403.26931778342,4,0
account-33,A,34.346038675867,5368.92327910755,5,0
account-33,A,36.1034164344892,5332.81986267306,6,0
account-33,A,70.5712255695835,5262.24863710348,7,0
account-33,A,5.61758753843606,5256.63104956504,8,0
account-33,A,16.0494599165395,5240.5815896485,9,0
account-33,A,8.23572288732976,5232.34586676117,10,0
account-34,A,17.345079886727,5477.66314287204,1,0
account-34,A,14.7092207940295,5462.95392207801,2,0
account-34,A,31.9200239516795,5431.03389812633,3,0
account-34,A,38.5740626044571,5392.45983552188,4,0
account-34,A,80.9493787959218,5311.51045672596,5,0
account-34,A,72.4379828805104,5239.07247384545,6,0
account-34,A,37.9262280557305,5201.14624578971,7,0
account-34,A,35.1126325689256,5166.03361322079,8,0
account-34,A,28.4283799026161,5137.60523331817,9,0
account-34,A,56.5632696636021,5081.04196365457,10,0
account-35,A,3.14423019532114,5510.01665185671,1,0
account-35,A,80.9742089733481,5429.04244288337,2,0
account-35,A,79.3420040886849,5349.70043879468,3,0
account-35,A,4.03788121417165,5345.66255758051,4,0
account-35,A,84.7029140358791,5260.95964354463,5,0
account-35,A,19.541755868122,5241.41788767651,6,0
account-35,A,32.0436651725322,5209.37422250398,7,0
account-35,A,35.7974012987688,5173.57682120521,8,0
account-35,A,-7.01574907638133,5180.59257028159,9,1
account-35,A,41.9283525226638,5138.66421775892,10,1
account-36,A,78.9225321169943,5412.42225715891,1,0
account-36,A,44.058036422357,5368.36422073655,2,0
account-36,A,83.4530703164637,5284.91115042009,3,0
account-36,A,-3.24067816603929,5288.15182858612,4,1
account-36,A,42.166633172892,5245.98519541323,5,1
account-36,A,41.4250131137669,5204.56018229947,6,1
account-36,A,45.6323006562889,5158.92788164318,7,1
account-36,A,69.7618875559419,5089.16599408723,8,1
account-36,A,24.0480522997677,5065.11794178747,9,1
account-36,A,72.2879731701687,4992.8299686173,10,1
account-37,A,36.7343083629385,5723.12587544788,1,0
account-37,A,69.9417013814673,5653.18417406641,2,0
account-37,A,17.1858849842101,5635.9982890822,3,0
account-37,A,33.9342315588146,5602.06405752339,4,0
account-37,A,2.25306869484484,5599.81098882854,5,0
account-37,A,69.1937250923365,5530.6172637362,6,0
account-37,A,27.4453013110906,5503.17196242511,7,0
account-37,A,-5.91658752877265,5509.08854995389,8,1
account-37,A,74.373888191767,5434.71466176212,9,1
account-37,A,10.0066805398092,5424.70798122231,10,1
account-38,A,27.6080165198073,5206.83034601156,1,0
account-38,A,59.4883192470297,5147.34202676453,2,0
account-38,A,74.6665934240446,5072.67543334048,3,0
account-38,A,39.4461623067036,5033.22927103378,4,0
account-38,A,66.1431385576725,4967.08613247611,5,0
account-38,A,48.2933187996969,4918.79281367641,6,0
account-38,A,42.7059303410351,4876.08688333538,7,0
account-38,A,51.5780222276226,4824.50886110775,8,0
account-38,A,62.6866018306464,4761.82225927711,9,0
account-38,A,41.4836187986657,4720.33864047844,10,0
account-39,A,74.9999293964356,5422.90948006325,1,0
account-39,A,48.6579703772441,5374.251509686,2,0
account-39,A,-5.27008463162929,5379.52159431763,3,1
account-39,A,10.3910262137651,5369.13056810387,4,1
account-39,A,-14.3337723892182,5383.46434049308,5,2
account-39,A,0.172741189599037,5383.29159930348,6,2
account-39,A,77.9023133590818,5305.3892859444,7,2
account-39,A,45.0447575328872,5260.34452841152,8,2
account-39,A,-13.694065073505,5274.03859348502,9,3
account-39,A,20.2661301381886,5253.77246334683,10,3
account-40,A,25.494493371807,5030.75205598492,1,0
account-40,A,55.1144283171743,4975.63762766775,2,0
account-40,A,16.1111946823075,4959.52643298544,3,0
account-40,A,30.0349036604166,4929.49152932502,4,0
account-40,A,70.1053414633498,4859.38618786167,5,0
account-40,A,36.7243337118998,4822.66185414977,6,0
account-40,A,23.2675229338929,4799.39433121588,7,0
account-40,A,63.9974201004952,4735.39691111539,8,0
account-40,A,73.1169460946694,4662.27996502072,9,0
account-40,A,0.752128534950316,4661.52783648577,10,0
account-41,A,64.3597411597148,5691.40038814861,1,0
account-41,A,52.8736883681268,5638.52669978049,2,0
account-41,A,60.5881228949875,5577.9385768855,3,0
account-41,A,59.4819302344695,5518.45664665103,4,0
account-41,A,40.3996526170522,5478.05699403398,5,0
account-41,A,51.921736788936,5426.13525724504,6,0
account-41,A,71.9733315426856,5354.16192570236,7,0
account-41,A,5.76667253859341,5348.39525316376,8,0
account-41,A,77.1462481841445,5271.24900497962,9,0
account-41,A,-4.39678596798331,5275.6457909476,10,1
account-42,A,1.28024273086339,5800.3786533,1,0
account-42,A,21.1191949108616,5779.25945838913,2,0
account-42,A,6.71210807282478,5772.54735031631,3,0
account-42,A,17.7417777618393,5754.80557255447,4,0
account-42,A,49.320870465599,5705.48470208887,5,0
account-42,A,26.4296091767028,5679.05509291217,6,0
account-42,A,49.6361832972616,5629.41890961491,7,0
account-42,A,71.0367023153231,5558.38220729958,8,0
account-42,A,4.25324623007327,5554.12896106951,9,0
account-42,A,29.9511119630188,5524.17784910649,10,0
account-43,A,18.1334908492863,5108.94665770233,1,0
account-43,A,41.6377552691847,5067.30890243314,2,0
account-43,A,67.1921012131497,5000.11680121999,3,0
account-43,A,59.5142290135846,4940.60257220641,4,0
account-43,A,33.1893919873983,4907.41318021901,5,0
account-43,A,-1.21303052641451,4908.62621074542,6,1
account-43,A,72.0927613927051,4836.53344935272,7,1
account-43,A,81.4121854165569,4755.12126393616,8,1
account-43,A,24.5521940197796,4730.56906991638,9,1
account-43,A,52.4851428717375,4678.08392704465,10,1
account-44,A,17.5415200088173,5939.272974208,1,0
account-44,A,67.0215149316937,5872.2514592763,2,0
account-44,A,16.7884039832279,5855.46305529308,3,0
account-44,A,58.8250814378262,5796.63797385525,4,0
account-44,A,41.938893487677,5754.69908036757,5,0
account-44,A,68.8242451660335,5685.87483520154,6,0
account-44,A,55.1401435770094,5630.73469162453,7,0
account-44,A,55.3635397134349,5575.3711519111,8,0
account-44,A,35.1008666818962,5540.2702852292,9,0
account-44,A,27.5105697009712,5512.75971552823,10,0
account-45,A,25.3008354827762,5715.5177590996,1,0
account-45,A,59.3137561017647,5656.20400299784,2,0
account-45,A,28.8251196173951,5627.37888338044,3,0
account-45,A,31.1260445183143,5596.25283886213,4,0
account-45,A,-9.83289688359946,5606.08573574573,5,1
account-45,A,78.4892578748986,5527.59647787083,6,1
account-45,A,28.2504694676027,5499.34600840323,7,1
account-45,A,36.5836913604289,5462.7623170428,8,1
account-45,A,-10.5277109751478,5473.29002801795,9,2
account-45,A,19.9947563372552,5453.29527168069,10,2
account-46,A,41.243023625575,5394.58546911832,1,0
account-46,A,84.5785209583119,5310.00694816001,2,0
account-46,A,63.5484300926328,5246.45851806738,3,0
account-46,A,52.4106646096334,5194.04785345774,4,0
account-46,A,60.3629649523646,5133.68488850538,5,0
account-46,A,22.0760266436264,5111.60886186175,6,0
account-46,A,29.6664832765237,5081.94237858523,7,0
account-46,A,-2.73736483417451,5084.6797434194,8,1
account-46,A,5.89872257784009,5078.78102084156,9,1
account-46,A,42.9686072422192,5035.81241359934,10,1
account-47,A,38.1564112054184,5949.15438088123,1,0
account-47,A,56.0040340432897,5893.15034683794,2,0
account-47,A,44.3928626505658,5848.75748418737,3,0
account-47,A,76.8794544180855,5771.87802976929,4,0
account-47,A,1.26086826436222,5770.61716150493,5,0
account-47,A,41.8937479052693,5728.72341359966,6,0
account-47,A,42.5372857041657,5686.18612789549,7,0
account-47,A,40.5224510841072,5645.66367681138,8,0
account-47,A,-12.7751335827634,5658.43881039415,9,1
account-47,A,11.1620131554082,5647.27679723874,10,1
account-48,A,82.9671070119366,5161.40370716807,1,0
account-48,A,78.6279193265364,5082.77578784153,2,0
account-48,A,22.1312411036342,5060.6445467379,3,0
account-48,A,21.5516473772004,5039.09289936069,4,0
account-48,A,17.5106191448867,5021.58228021581,5,0
account-48,A,9.10252306144685,5012.47975715436,6,0
account-48,A,-3.38462452404201,5015.8643816784,7,1
account-48,A,30.1943543739617,4985.67002730444,8,1
account-48,A,-14.0733861224726,4999.74341342691,9,2
account-48,A,79.0391983604059,4920.70421506651,10,2
account-49,A,84.4867660338059,5296.70146269258,1,0
account-49,A,29.9950628448278,5266.70639984775,2,0
account-49,A,53.3884483529255,5213.31795149483,3,0
account-49,A,13.1861602328718,5200.13179126196,4,0
account-49,A,57.3047875333577,5142.8270037286,5,0
account-49,A,11.5904543688521,5131.23654935975,6,0
account-49,A,0.975877130404115,5130.26067222934,7,0
account-49,A,40.0717309117317,5090.18894131761,8,0
account-49,A,29.459175108932,5060.72976620868,9,0
account-49,A,2.73321349173784,5057.99655271694,10,0
account-50,A,53.9518145052716,5354.86306788866,1,0
account-50,A,45.0842068204656,5309.77886106819,2,0
account-50,A,51.8463506735861,5257.9325103946,3,0
account-50,A,6.42739256378263,5251.50511783082,4,0
account-50,A,74.2544967355207,5177.2506210953,5,0
account-50,A,79.9532750528306,5097.29734604247,6,0
account-50,A,11.4695059508085,5085.82784009166,7,0
account-50,A,67.86025125999,5017.96758883167,8,0
account-50,A,48.378508691676,4969.58908014,9,0
account-50,A,41.3317387364805,4928.25734140352,10,0
account-51,A,20.9964051283896,5620.06918122992,1,0
account-51,A,76.9742819620296,5543.09489926789,2,0
account-51,A,69.5535081112757,5473.54139115661,3,0
account-51,A,50.628485288471,5422.91290586814,4,0
account-51,A,84.6312724193558,5338.28163344879,5,0
account-51,A,23.8773554237559,5314.40427802503,6,0
account-51,A,46.2085729138926,5268.19570511114,7,0
account-51,A,72.4141779262573,5195.78152718488,8,0
account-51,A,84.0726156625897,5111.70891152229,9,0
account-51,A,60.896045868285,5050.81286565401,10,0
account-52,A,8.39353344868869,5969.539828212,1,0
account-52,A,-5.67092628683895,5975.21075449884,2,1
account-52,A,-0.798813449218869,5976.00956794806,3,2
account-52,A,11.2734180316329,5964.73614991643,4,2
account-52,A,1.79076794534922,5962.94538197108,5,2
account-52,A,30.8209722070023,5932.12440976407,6,2
account-52,A,41.2025705585256,5890.92183920555,7,2
account-52,A,58.1700958451256,5832.75174336042,8,2
account-52,A,13.9626937825233,5818.7890495779,9,2
account-52,A,30.1716167852283,5788.61743279267,10,2
account-53,A,33.6562066478655,5150.13892532792,1,0
account-53,A,9.49493748135865,5140.64398784656,2,0
account-53,A,-3.10301262419671,5143.74700047076,3,1
account-53,A,69.4975307118148,5074.24946975894,4,1
account-53,A,59.0176724269986,5015.23179733194,5,1
account-53,A,-3.05866467300802,5018.29046200495,6,2
account-53,A,38.5988288000226,4979.69163320493,7,2
account-53,A,29.0224771853536,4950.66915601958,8,2
account-53,A,36.6928835771978,4913.97627244238,9,2
account-53,A,20.9235420124605,4893.05273042992,10,2
account-54,A,50.4946465045214,5060.89881985448,1,0
account-54,A,43.5044262232259,5017.39439363126,2,0
account-54,A,-0.836734855547547,5018.2311284868,3,1
account-54,A,61.0710624279454,4957.16006605886,4,1
account-54,A,11.3980924151838,4945.76197364368,5,1
account-54,A,73.3154525654391,4872.44652107824,6,1
